# Time t, Angular Momentum
3.515152e-01,9.774043e-02,9.772921e-02,1.122280e-05
3.555556e-01,9.774137e-02,9.772975e-02,1.161397e-05
3.595960e-01,9.774211e-02,9.773030e-02,1.180606e-05
3.636364e-01,9.774284e-02,9.773086e-02,1.197926e-05
3.676768e-01,9.774376e-02,9.773142e-02,1.233717e-05
3.717172e-01,9.774451e-02,9.773201e-02,1.249598e-05
3.757576e-01,9.774545e-02,9.773260e-02,1.284874e-05
3.797980e-01,9.774619e-02,9.773318e-02,1.300816e-05
3.838384e-01,9.774691e-02,9.773377e-02,1.314095e-05
3.878788e-01,9.774783e-02,9.773435e-02,1.347715e-05
3.919192e-01,9.774875e-02,9.773496e-02,1.379450e-05
3.959596e-01,9.774932e-02,9.773557e-02,1.374367e-05
4.000000e-01,9.775023e-02,9.773617e-02,1.406174e-05
