1.000000e-04 -9.477950e-11
4.115663e-03 -9.668980e-07
8.131325e-03 -4.918981e-06
1.214699e-02 -1.226018e-05
1.616265e-02 -2.251825e-05
2.017831e-02 -3.468214e-05
2.419398e-02 -4.746940e-05
2.820964e-02 -5.959512e-05
3.222530e-02 -7.000302e-05
3.624096e-02 -7.805161e-05
4.025663e-02 -8.359946e-05
4.427229e-02 -8.699537e-05
4.828795e-02 -8.911338e-05
5.230361e-02 -9.109757e-05
5.631928e-02 -9.436983e-05
6.033494e-02 -1.003855e-04
6.435060e-02 -1.105269e-04
6.836627e-02 -1.260341e-04
7.238193e-02 -1.479501e-04
7.639759e-02 -1.769061e-04
8.041325e-02 -2.134076e-04
8.442892e-02 -2.575663e-04
8.844458e-02 -3.092463e-04
9.246024e-02 -3.680010e-04
9.647590e-02 -4.332230e-04
1.004916e-01 -5.041259e-04
1.045072e-01 -5.796005e-04
1.085229e-01 -6.583665e-04
1.125386e-01 -7.391739e-04
1.165542e-01 -8.206046e-04
1.205699e-01 -9.012732e-04
1.245855e-01 -9.796940e-04
1.286012e-01 -1.054616e-03
1.326169e-01 -1.125440e-03
1.366325e-01 -1.191383e-03
1.406482e-01 -1.252016e-03
1.446639e-01 -1.307684e-03
1.486795e-01 -1.359118e-03
1.526952e-01 -1.407049e-03
1.567108e-01 -1.452834e-03
1.607265e-01 -1.498106e-03
1.647422e-01 -1.544341e-03
1.687578e-01 -1.592674e-03
1.727735e-01 -1.645021e-03
1.767892e-01 -1.701697e-03
1.808048e-01 -1.763384e-03
1.848205e-01 -1.829940e-03
1.888361e-01 -1.900016e-03
1.928518e-01 -1.972239e-03
1.968675e-01 -2.044291e-03
2.008831e-01 -2.112368e-03
2.048988e-01 -2.174231e-03
2.089145e-01 -2.224887e-03
2.129301e-01 -2.260661e-03
2.169458e-01 -2.277720e-03
2.209614e-01 -2.272803e-03
2.249771e-01 -2.242252e-03
2.289928e-01 -2.183721e-03
2.330084e-01 -2.096800e-03
2.370241e-01 -1.981986e-03
2.410398e-01 -1.839209e-03
2.450554e-01 -1.672248e-03
2.490711e-01 -1.484740e-03
2.530867e-01 -1.280687e-03
2.571024e-01 -1.067343e-03
2.611181e-01 -8.494086e-04
2.651337e-01 -6.347040e-04
2.691494e-01 -4.299381e-04
2.731651e-01 -2.407522e-04
2.771807e-01 -7.343165e-05
2.811964e-01 6.947038e-05
2.852120e-01 1.816559e-04
2.892277e-01 2.629987e-04
2.932434e-01 3.126750e-04
2.972590e-01 3.288781e-04
3.012747e-01 3.174225e-04
3.052904e-01 2.792615e-04
3.093060e-01 2.216970e-04
3.133217e-01 1.469539e-04
3.173373e-01 6.373536e-05
3.213530e-01 -2.332636e-05
3.253687e-01 -1.076936e-04
3.293843e-01 -1.830113e-04
3.334000e-01 -2.458772e-04
3.374157e-01 -2.880295e-04
3.414313e-01 -3.098849e-04
3.454470e-01 -3.056568e-04
3.494627e-01 -2.773197e-04
3.534783e-01 -2.252817e-04
3.574940e-01 -1.490255e-04
3.615096e-01 -5.383438e-05
3.655253e-01 5.445624e-05
3.695410e-01 1.735578e-04
3.735566e-01 2.928458e-04
3.775723e-01 4.090374e-04
3.815880e-01 5.103748e-04
3.856036e-01 5.917100e-04
3.896193e-01 6.468456e-04
3.936349e-01 6.649146e-04
3.976506e-01 6.430065e-04
4.016663e-01 5.753982e-04
4.056819e-01 4.607338e-04
4.096976e-01 2.976190e-04
4.137133e-01 8.412278e-05
4.177289e-01 -1.727022e-04
4.217446e-01 -4.674678e-04
4.257602e-01 -7.975421e-04
4.297759e-01 -1.147901e-03
4.337916e-01 -1.514242e-03
4.378072e-01 -1.878032e-03
4.418229e-01 -2.230252e-03
4.458386e-01 -2.554854e-03
4.498542e-01 -2.846469e-03
4.538699e-01 -3.086373e-03
4.578855e-01 -3.262028e-03
4.619012e-01 -3.376264e-03
4.659169e-01 -3.411875e-03
4.699325e-01 -3.371720e-03
4.739482e-01 -3.256177e-03
4.779639e-01 -3.068444e-03
4.819795e-01 -2.814266e-03
4.859952e-01 -2.501099e-03
4.900108e-01 -2.144256e-03
4.940265e-01 -1.758070e-03
4.980422e-01 -1.354875e-03
5.020578e-01 -9.587547e-04
5.060735e-01 -5.745718e-04
5.100892e-01 -2.213651e-04
5.141048e-01 8.386361e-05
5.181205e-01 3.318923e-04
5.221361e-01 5.204201e-04
5.261518e-01 6.367491e-04
5.301675e-01 6.845166e-04
5.341831e-01 6.677703e-04
5.381988e-01 5.927350e-04
5.422145e-01 4.673432e-04
5.462301e-01 3.050217e-04
5.502458e-01 1.225954e-04
5.542614e-01 -6.728611e-05
5.582771e-01 -2.464880e-04
5.622928e-01 -3.948838e-04
5.663084e-01 -5.071985e-04
5.703241e-01 -5.600012e-04
5.743398e-01 -5.537072e-04
5.783554e-01 -4.714725e-04
5.823711e-01 -3.139021e-04
5.863867e-01 -7.397309e-05
5.904024e-01 2.392951e-04
5.944181e-01 6.163289e-04
5.984337e-01 1.059503e-03
6.024494e-01 1.545322e-03
